,V1 (V),Ang1 (°),V2 (V),Ang2 (°),V3 (V),Ang3 (°)
0,277.01,-0.01,277.023,120.0,277.0,-120.0
0,276.994,-0.01,277.021,119.99,277.011,-120.01
0,276.997,0.0,277.01,119.99,277.025,-120.01
0,276.952,-0.02,277.0,119.96,277.061,-120.02
0,276.952,-0.02,277.0,119.96,277.061,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.951,-0.02,277.0,119.96,277.062,-120.02
0,276.948,-0.02,276.999,119.96,277.065,-120.02
0,276.916,-0.04,277.006,119.93,277.07,-120.04
0,276.952,-0.06,277.053,119.95,276.986,-120.04
0,276.927,-0.11,277.06,119.9,276.942,-120.08
0,276.953,-0.14,276.999,119.87,276.937,-120.13
0,276.966,-0.09,276.99,119.91,276.987,-120.09
0,276.939,-0.2,277.047,119.84,276.84,-120.16
0,276.967,-0.14,276.983,119.87,276.936,-120.13
0,276.858,-0.22,277.049,119.8,276.882,-120.17
0,276.877,-0.21,277.053,119.81,276.869,-120.17
0,276.891,-0.21,277.06,119.82,276.858,-120.16
0,276.904,-0.21,277.042,119.82,276.851,-120.17
0,276.968,-0.2,276.976,119.83,276.857,-120.19
0,276.995,-0.19,276.925,119.83,276.887,-120.2
0,276.993,-0.23,276.95,119.8,276.807,-120.22
0,276.998,-0.21,277.022,119.84,276.785,-120.18
0,277.018,-0.18,276.962,119.85,276.848,-120.18
0,276.995,-0.22,277.006,119.83,276.785,-120.19
0,276.922,-0.24,277.053,119.81,276.79,-120.19
