,Type 1 lines losses (W),Type 2 lines losses (W),Type 3 lines losses (W),Type 4 lines losses (W),Type 5 lines losses (W),Total lines losses (W)
0,-0.003224861,28.107117000000002,-9.472815000000002e-09,73.31192059793071,0.9800198455999999,128.75091232215962
0,-0.003226414,19.182997,1.0123534399999997e-09,42.72505464074556,0.9175912595000001,81.29894150896997
0,-0.003229241,12.412566230000001,-2.4973356e-09,27.920763461641087,0.6550751497999994,50.05284695871477
0,-0.003228398,15.026075294,4.23083576e-09,67.74521657539286,0.9559918823999999,94.18313456091501
0,-0.003227985,18.56428543,1.9963547999999995e-09,71.50172635285581,1.0515453260999992,103.87814491591924
0,-0.003228936,10.872938669,-1.3239712000000005e-09,53.52949207143406,0.6893819285,72.69000744956016
0,-0.003230225,4.281365745,-3.42183212e-09,33.64400819180264,0.4327729640200001,41.814224730185195
0,-0.003231275,3.1907436000000002,7.3822316000000006e-09,10.476908802565784,0.23132856962999998,16.763553725641202
0,-0.00322802,12.173494,1.4607281031983466,54.60601044477359,0.8885711388999998,81.00039581691469
0,-0.003228492,9.494389,20.45465400317314,27.37294387238454,1.1246647333000002,68.39726529486201
0,-0.003229322,7.900942000000001,10.425365001516479,22.572923797845725,0.8459208493000001,49.74797603945737
0,-0.003230153,6.601355,3.4036718010705727,20.74445038164725,0.6730000698999998,37.746955658459136
0,-0.00323113,1.4731387999999999,0.55228187097279,6.980188251844685,0.15874947579999996,10.776299959668187
0,-0.003230546,2.623478,0.0117325094432828,10.190311762767248,0.19416739069,15.720342132836652
0,-0.003230141,3.532142,0.01173231978208383,12.594238459998975,0.2606281625400001,19.937241946178712
0,-0.003230121,3.607079,0.01173247202955014,12.75780068266534,0.2621665391400002,20.239928335120844
0,-0.003230067,4.226764,6.368390200000001e-09,14.026462200125417,0.2751164044,22.604135419193597
0,-0.003229513,8.704235,3.3371499399999995e-09,37.903174698330375,0.6930927563999999,55.997821169395955
0,-0.003229527,8.628249,-3.488618400000001e-10,37.48279558118302,0.6867115617,55.421180725528124
0,-0.003228153,12.682776,4.60489764e-09,69.58994646363237,0.9527550321000001,95.73689116999284
0,-0.003228216,12.823474,6.080183e-09,73.62206628544847,1.00220554297,99.98054232657131
0,-0.003229219,8.900873,7.516198e-09,62.05542490523634,0.88169822212,80.96253724519067
0,-0.00322951,7.982361,7.3446336e-09,59.63241521923165,0.8805446736999999,76.83437551567265
0,-0.003229508,7.996371,5.230489000000001e-09,59.839135799268234,0.8833083037000001,77.06700194409036
0,-0.003229499,8.021536000000001,2.4076302000000004e-09,60.050847109052214,0.8861914618700001,77.33243132155373
0,0.5482624,8.051407,0.8202987029318447,60.22693752145555,0.9170376745999999,78.46173669036467
0,0.5482616,8.056752,0.8202985952287889,60.22178159490506,0.9166528152300001,78.46213449600465
0,0.5482781,7.905133,0.8202907955844697,59.48553782631868,0.90487964101,77.40358597793518
0,0.5625377,7.983272,0.8414797080757739,60.03712052015702,0.9143579048,78.15157607261256
0,-0.003229372,6.377809,5.856114204803585,48.65065293567844,0.8030902764400002,68.41572604159111
0,-0.003229892,4.207094200999999,5.853022200985427,33.83079693938936,0.5485704335199998,48.07590444104984
0,-0.003229901,4.181694070000001,5.852945800864335,33.61719566820876,0.5456553764700001,47.81298709090056
0,-0.00322993,4.101048046,5.852994400126516,33.04749188356613,0.5479943466300002,47.12683049699287
0,-0.003229922,4.12595411,5.853011699865945,33.25718706565553,0.5508874106300002,47.384958818467844
0,-0.003229938,4.076217982,5.852978202706152,32.83847270098843,0.5451108784799998,46.869527343068455
0,-0.003232297,0.036278453,5.77326040021703,0.11860953950527557,0.10561928699999995,6.225180126151907
0,-0.003232313,0.025861458999999996,5.848037098960084,0.09644692003447028,0.10667025311999997,6.261207232550064
0,-0.003232569,0.029685160000000002,2.4716177999999995e-09,0.09987142004217443,-0.006242306890000001,0.1666789461370549
0,-0.003232607,0.018842323,2.564376e-09,0.06745539336825206,-0.006648190200000002,0.11036903761564482
0,-0.003232578,0.018398532,0.06509928151771671,0.06614707827047313,-0.004442862809999997,0.1780812830572292
0,-0.00323243,0.011060415,2.951989996469037,0.045214833181651946,0.09452684042000004,3.2525513101068237
0,7.77946,0.011069766,14.119395994741577,0.0452459615067886,0.4871598188199997,15.2934843030359
0,7.889098,0.008812548308368499,14.473479998999466,0.03211362627046001,0.4992079687800002,15.65361793149674
0,7.963235,0.0092572576997511,35.572046003313815,0.03342903151970608,0.8608973039,37.57805586564255
0,7.96311,0.009257262111562501,35.70527799802235,0.03342906461790905,0.8634834132000001,37.717173290766844
0,9.072872,0.0022590866124978,36.49867040335332,0.0064422063259924394,0.8469254837999999,38.43646281429819
0,3.197744,0.001984292112189,22.84775890305398,0.005659604942563319,0.4993702411100001,24.006779250075155
0,2.277622,0.0022555324120749,4.295935899036139,0.006434057933335229,0.1094559759,4.5734421242377135
0,2.277395,2.299486e-09,4.300095266869341,5.0276144799999995e-09,0.10927729010000004,4.567033492624763
0,2.267018,-1.9874808e-09,17.463840396405942,-3.63462336e-09,0.4689187464999998,18.547929637176225
0,2.266942,-1.8807636e-09,17.65451469410006,2.0474442999999994e-09,0.47413122309999994,18.750440388031
0,-0.003232322,-9.333644e-10,13.449378000891267,2.574071080000001e-09,0.35896389109999993,14.284278614320272
0,-0.003232326,-1.9367898e-09,13.258086003045955,2.4997903200000007e-09,0.35374403010000016,14.08111190400757
0,-0.003232324,1.6401038e-10,13.353556007958407,1.5094511000000001e-09,0.3563491900000002,14.182508498688605
0,-0.003232324,1.6401038e-10,13.353556007958407,1.5094511000000001e-09,0.3563491900000002,14.182508498688605
0,-0.003232351,6.528288e-10,12.139280994059733,6.687453400000001e-10,0.32321385720000007,12.892854445675358
0,-0.003232439,-2.552896e-09,8.460711998003877,2.056934519999999e-09,0.22282949900000015,8.985929644543102
0,-0.00323225,3.4721500006214603,-6.33979526e-09,9.904785001720883,0.42729686209999995,16.666696403338097
0,-0.00323224,3.5637949989462676,2.4776902000000004e-09,10.166219996906188,0.43878644359999996,17.1066059768899
0,-0.003232254,3.4267780012331293,8.8930256e-09,9.775353003999248,0.4216082879999999,16.448904349317562
0,-0.00323225,3.4721500006214603,-6.33979526e-09,9.904785001720883,0.42729686209999995,16.666696403338097
0,-0.003232325,2.7416229990074923,-8.268441e-10,7.820836996975433,0.33570714400000007,13.160079674059661
0,-0.003232314,2.8436190005723727,-3.04483036e-09,8.111797000399894,0.34849516949999976,13.649671798161824
0,-0.003232327,2.7214480003507586,-1.16561998e-08,7.763285997654572,0.3331776934,13.06323862454001
0,-0.003232319,2.802595998337757,2.499121312e-09,7.994771997073282,0.34335175970000026,13.452756263836202
0,-0.003232312,2.8642430004840267,3.1271882e-09,8.170630004665057,0.35108089400000003,13.748669062827435
0,-0.003232639,0.46342089873554704,-1.570103184e-09,1.3219519932003854,0.050042205999999985,2.224462914275487
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232818,-5.057542e-10,4.892878000000002e-10,2.5190269999999996e-09,-0.008080840599999996,-6.753383548000002e-08
0,-0.003232207,3.716017996707241,4.806667999999996e-10,21.625062008161105,0.45783458460000004,28.861855925330083
0,-0.003232212,3.668906998829545,2.53100142e-09,21.350902005878172,0.45192878979999984,28.495949963630515
0,-0.003232215,3.6454650013493484,2.71352824e-09,21.214473998997832,0.4489901756000002,28.313869905383
